date,feature_0,feature_1,feature_2,OT
2020-01-03 04:00:00,1.2981362,0.82326794,-1.481351,-0.07386579
2020-01-03 05:00:00,1.4553207,0.5346077,-1.6613249,-0.2966403
2020-01-03 06:00:00,1.5025744,0.18816051,-1.8404092,-0.7840573
2020-01-03 07:00:00,1.4550976,-0.13491699,-1.863775,-0.95567006
2020-01-03 08:00:00,1.2576373,-0.41226187,-1.8168,-1.5604843
2020-01-03 09:00:00,1.1155783,-0.6366132,-1.6421379,-1.7607195
2020-01-03 10:00:00,0.93026257,-0.9105025,-1.4948257,-1.8101777
2020-01-03 11:00:00,0.7104852,-1.1429491,-1.2600913,-1.8996761
2020-01-03 12:00:00,0.36755702,-1.2064497,-0.94261944,-1.352224
2020-01-03 13:00:00,0.11149387,-1.43562,-0.677441,-0.81856513
2020-01-03 14:00:00,-0.1881708,-1.2095913,-0.3245647,-0.23205157
2020-01-03 15:00:00,-0.41273373,-1.2562557,-0.029598853,0.3538755
2020-01-03 16:00:00,-0.48467276,-1.0251799,0.28334132,0.59939104
2020-01-03 17:00:00,-0.5713201,-0.84749526,0.49345648,0.66672873
2020-01-03 18:00:00,-0.6911956,-0.6017708,0.5967393,0.89601326
2020-01-03 19:00:00,-0.61816907,-0.20238973,0.8403901,0.9741232
2020-01-03 20:00:00,-0.56560355,-0.0032315578,0.9716298,0.74461687
2020-01-03 21:00:00,-0.47265673,0.30366138,0.9220506,0.5968363
2020-01-03 22:00:00,-0.23123021,0.5182991,0.8224547,0.60429823
2020-01-03 23:00:00,0.0524271,0.73145163,0.6633405,0.42048737
2020-01-04 00:00:00,0.21587057,0.83850956,0.37197357,0.6458156
2020-01-04 01:00:00,0.53772724,0.82889736,0.0953207,0.4868455
2020-01-04 02:00:00,0.55242324,0.9280155,-0.25960627,0.38140061
2020-01-04 03:00:00,0.9140914,0.765467,-0.57295156,0.019446896
2020-01-04 04:00:00,1.0185153,0.5556501,-0.85034096,-0.024180202
2020-01-04 05:00:00,1.081155,0.395616,-1.1219987,-0.4041492
2020-01-04 06:00:00,1.1166285,0.22839254,-1.4500893,-0.6907151
2020-01-04 07:00:00,0.9602932,-0.099489406,-1.671416,-1.0623513
2020-01-04 08:00:00,0.93036294,-0.4689634,-1.7876116,-1.4301265
2020-01-04 09:00:00,0.7817547,-0.774278,-1.8210715,-1.4342422
2020-01-04 10:00:00,0.61207974,-1.0557433,-1.9076072,-1.5684389
2020-01-04 11:00:00,0.25243112,-1.179395,-1.8557519,-1.5140324
2020-01-04 12:00:00,-0.03958468,-1.4539864,-1.6001059,-1.1301965
2020-01-04 13:00:00,-0.3017525,-1.5765547,-1.4003527,-0.6119194
2020-01-04 14:00:00,-0.49073493,-1.5994573,-1.0791836,-0.15197064
2020-01-04 15:00:00,-0.7457815,-1.6171252,-0.7388804,0.4022396
2020-01-04 16:00:00,-0.9661546,-1.5471152,-0.41269815,1.0859078
2020-01-04 17:00:00,-1.0323282,-1.3823866,0.024590025,1.0923877
2020-01-04 18:00:00,-1.1055065,-1.1582506,0.29222843,1.4346254
2020-01-04 19:00:00,-1.0459931,-0.8961582,0.57918537,1.1581674
2020-01-04 20:00:00,-1.0475856,-0.5714839,0.8323503,1.3001662
2020-01-04 21:00:00,-0.8876994,-0.31076524,0.91755974,0.970208
2020-01-04 22:00:00,-0.7013359,0.0073983464,1.1269007,0.8530751
2020-01-04 23:00:00,-0.5309908,0.22272336,1.0939124,0.5859292
2020-01-05 00:00:00,-0.20117585,0.44256765,1.0758251,0.83049995
2020-01-05 01:00:00,0.039207496,0.49327663,0.859116,0.8054027
2020-01-05 02:00:00,0.25123566,0.7266057,0.6394027,0.7546001
2020-01-05 03:00:00,0.43035138,0.7133286,0.5082502,0.6840628
2020-01-05 04:00:00,0.5145968,0.68781143,0.19730419,0.5399295
2020-01-05 05:00:00,0.6489935,0.36535224,-0.17742391,-0.055627845
2020-01-05 06:00:00,0.67213935,0.4251906,-0.49008542,-0.13669708
2020-01-05 07:00:00,0.60069823,0.07461206,-0.6894188,-0.41878185
2020-01-05 08:00:00,0.51891476,-0.13698594,-1.0712308,-0.82381874
2020-01-05 09:00:00,0.37480593,-0.53600824,-1.1467003,-1.1987704
2020-01-05 10:00:00,0.22884336,-0.7443166,-1.4287163,-1.1414433
2020-01-05 11:00:00,-0.110367924,-1.0995872,-1.4346664,-1.0621384
2020-01-05 12:00:00,-0.37695822,-1.3139126,-1.4882864,-0.51463443
2020-01-05 13:00:00,-0.66375023,-1.3717006,-1.368023,-0.10533915
2020-01-05 14:00:00,-1.0079579,-1.5986314,-1.2759063,0.31053275
2020-01-05 15:00:00,-1.1306846,-1.6289406,-1.038953,0.7091229
2020-01-05 16:00:00,-1.2949066,-1.5723987,-0.7537312,1.1677884
2020-01-05 17:00:00,-1.2836914,-1.493515,-0.48817894,1.2803693
2020-01-05 18:00:00,-1.4589624,-1.3449363,-0.057532195,1.5966824
2020-01-05 19:00:00,-1.4079796,-1.1097661,0.23071234,1.6935564
2020-01-05 20:00:00,-1.3320379,-0.73802674,0.5845786,1.4525275
2020-01-05 21:00:00,-1.2363124,-0.5618875,0.856488,1.3113048
2020-01-05 22:00:00,-0.91946524,-0.23816957,1.0423732,0.90763426
2020-01-05 23:00:00,-0.7029953,0.1082135,1.3654177,0.9248288
2020-01-06 00:00:00,-0.44671234,0.389974,1.6297445,0.92313814
2020-01-06 01:00:00,-0.27672356,0.63173527,1.6055797,0.6821627
2020-01-06 02:00:00,0.0769443,0.7868178,1.5434637,0.86584985
2020-01-06 03:00:00,0.14138812,0.8146232,1.4324011,1.0423928
2020-01-06 04:00:00,0.39800635,0.99839854,1.2773546,1.181932
2020-01-06 05:00:00,0.57704824,0.8305658,1.07432,1.2185116
2020-01-06 06:00:00,0.45173317,0.80310225,0.7125468,1.0111891
2020-01-06 07:00:00,0.4392306,0.5864221,0.5222429,0.46502686
2020-01-06 08:00:00,0.37368608,0.40429345,0.18563063,0.4166435
2020-01-06 09:00:00,0.1863669,0.16890831,-0.12378577,-0.11281673
2020-01-06 10:00:00,-0.07064859,-0.10808759,-0.42192847,-0.47894353
2020-01-06 11:00:00,-0.22772604,-0.38312885,-0.6847931,-0.5939734
2020-01-06 12:00:00,-0.53925914,-0.5886725,-0.83738613,-0.4868931
2020-01-06 13:00:00,-0.7167723,-0.87940794,-0.95881605,-0.45738873
2020-01-06 14:00:00,-1.0224177,-1.0991338,-1.0482503,0.3104398
2020-01-06 15:00:00,-1.1002017,-1.16315,-1.0230443,0.34484538
2020-01-06 16:00:00,-1.369265,-1.2070947,-0.8761162,0.8061667
2020-01-06 17:00:00,-1.43894,-1.3094196,-0.6193544,1.2695254
2020-01-06 18:00:00,-1.4084285,-1.1259235,-0.51287854,0.88647145
2020-01-06 19:00:00,-1.4681368,-0.95935255,-0.23020518,1.1090277
2020-01-06 20:00:00,-1.2862651,-0.7876233,0.177699,1.0474015
2020-01-06 21:00:00,-1.0637017,-0.43458953,0.51262677,0.9554107
2020-01-06 22:00:00,-0.99207354,-0.2093331,0.8549971,0.6229036
2020-01-06 23:00:00,-0.65045625,0.12064613,1.1719087,0.72417367
2020-01-07 00:00:00,-0.3764816,0.41813377,1.4218274,0.6630202
2020-01-07 01:00:00,-0.07962567,0.718007,1.7256398,0.8658296
2020-01-07 02:00:00,0.07308653,0.9140269,1.7222023,0.99464166
2020-01-07 03:00:00,0.28900057,1.0951675,1.8366687,1.0734963
2020-01-07 04:00:00,0.5535161,1.380772,1.8695313,1.4736408
2020-01-07 05:00:00,0.6561214,1.3209285,1.7103289,1.689167
2020-01-07 06:00:00,0.70227975,1.3015144,1.627529,1.6634654
2020-01-07 07:00:00,0.68784815,1.1586127,1.4982446,1.7514933
2020-01-07 08:00:00,0.5518841,1.0832112,1.1426834,1.3612651
2020-01-07 09:00:00,0.45423344,0.8419339,0.8427779,0.7097334
2020-01-07 10:00:00,0.26619363,0.7409849,0.43853176,0.49863762
2020-01-07 11:00:00,-0.00898284,0.43443832,0.14031978,-0.027519463
2020-01-07 12:00:00,-0.12209314,0.066841796,-0.16011505,-0.3999711
2020-01-07 13:00:00,-0.43350342,-0.058159873,-0.4342647,-0.5836301
2020-01-07 14:00:00,-0.74065566,-0.36531213,-0.5803287,-0.33634692
2020-01-07 15:00:00,-0.83782864,-0.6298856,-0.7789573,-0.09103276
2020-01-07 16:00:00,-1.0605371,-0.8802909,-0.95225894,0.07418069
2020-01-07 17:00:00,-1.0543711,-0.7152788,-0.89676255,-0.15146112
2020-01-07 18:00:00,-1.0517107,-0.9012172,-0.8186837,0.17576809
2020-01-07 19:00:00,-1.0982858,-0.8424269,-0.64717585,0.18668468
2020-01-07 20:00:00,-0.8907377,-0.56762683,-0.42000672,-0.041835535
2020-01-07 21:00:00,-0.74079996,-0.2935708,-0.29082358,-0.2582613
2020-01-07 22:00:00,-0.49460202,-0.093231745,0.017175978,-0.21901114
2020-01-07 23:00:00,-0.18100499,0.15377867,0.3142341,0.13376032
2020-01-08 00:00:00,-0.010589406,0.46107042,0.68794346,0.5316169
2020-01-08 01:00:00,0.24151783,0.7791473,1.0299511,0.9017038
2020-01-08 02:00:00,0.49458933,1.0606357,1.3296087,1.2942386
2020-01-08 03:00:00,0.7240085,1.2868379,1.5006857,1.6493998
2020-01-08 04:00:00,0.9384115,1.476958,1.6501281,2.2555194
2020-01-08 05:00:00,1.0776693,1.6045948,1.763004,2.3706763
2020-01-08 06:00:00,1.126835,1.6349927,1.724923,2.7218158
2020-01-08 07:00:00,1.1384445,1.6489484,1.8030705,2.560175
2020-01-08 08:00:00,1.0158131,1.4948632,1.4738989,2.2748506
2020-01-08 09:00:00,0.946693,1.422794,1.3503784,2.0046709
2020-01-08 10:00:00,0.6712177,1.1677711,1.1716024,1.5399466
2020-01-08 11:00:00,0.5965635,0.9060084,0.75693524,1.2471994
2020-01-08 12:00:00,0.25002524,0.6846473,0.40703654,0.5819031
2020-01-08 13:00:00,-0.06623261,0.44795907,0.050712995,0.10130822
2020-01-08 14:00:00,-0.3017246,0.13367166,-0.27752703,-0.28170174
2020-01-08 15:00:00,-0.4151371,-0.25668874,-0.50797296,-0.5472837
2020-01-08 16:00:00,-0.5936985,-0.45245695,-0.94986063,-0.62482995
2020-01-08 17:00:00,-0.63146573,-0.5258015,-0.9659019,-0.6312893
2020-01-08 18:00:00,-0.6627332,-0.72648245,-1.2472036,-0.3719378
2020-01-08 19:00:00,-0.6415536,-0.72144544,-1.2463231,-0.6580986
2020-01-08 20:00:00,-0.56639874,-0.64206254,-1.2327409,-0.5249339
2020-01-08 21:00:00,-0.42740574,-0.6065748,-1.0836425,-0.55735636
2020-01-08 22:00:00,-0.15389982,-0.37788504,-1.0247952,-0.60890555
2020-01-08 23:00:00,0.16489676,-0.22239186,-0.6941052,-0.7562722
2020-01-09 00:00:00,0.40354043,0.07974228,-0.34267083,-0.30223316
2020-01-09 01:00:00,0.600761,0.41252515,-0.20948723,0.21232101
2020-01-09 02:00:00,0.92371845,0.60667014,0.18186882,0.5491764
2020-01-09 03:00:00,1.1516848,0.9827919,0.44544163,1.2073774
2020-01-09 04:00:00,1.2568052,1.2014159,0.7801515,1.7952259
2020-01-09 05:00:00,1.4176397,1.4233422,0.9974595,2.7048497
2020-01-09 06:00:00,1.4553748,1.5393836,1.1449761,2.731188
2020-01-09 07:00:00,1.3690485,1.6592029,1.3136915,2.9822934
2020-01-09 08:00:00,1.3513516,1.5858641,1.4161105,2.991641
2020-01-09 09:00:00,1.2090976,1.4725541,1.2742091,2.6078162
2020-01-09 10:00:00,1.0339589,1.3449464,1.2002323,2.2381425
2020-01-09 11:00:00,0.79650205,1.1500335,0.9084312,1.6350158
2020-01-09 12:00:00,0.4206205,0.86114985,0.67226315,1.0685183
2020-01-09 13:00:00,0.18762293,0.5638987,0.4421118,0.37538385
2020-01-09 14:00:00,0.022227177,0.21477026,0.15854703,0.029980928
2020-01-09 15:00:00,-0.18249138,-0.09201116,-0.24671003,-0.35364822
2020-01-09 16:00:00,-0.33959112,-0.4162725,-0.62494034,-0.39102402
2020-01-09 17:00:00,-0.2715489,-0.50763535,-0.93157977,-0.5848593
2020-01-09 18:00:00,-0.46935546,-0.8535237,-1.276531,-0.5494071
2020-01-09 19:00:00,-0.4073872,-0.95827,-1.4114352,-0.5012433
2020-01-09 20:00:00,-0.3176034,-1.0207255,-1.5584245,-0.8359373
2020-01-09 21:00:00,-0.17555112,-0.92735124,-1.7110453,-0.67186534
2020-01-09 22:00:00,-0.01920805,-0.90206313,-1.718857,-0.80856496
2020-01-09 23:00:00,0.27256265,-0.6743608,-1.6104149,-1.0963578
2020-01-10 00:00:00,0.4509827,-0.564441,-1.5001687,-1.0579015
2020-01-10 01:00:00,0.73211104,-0.26923496,-1.2714951,-1.3538291
2020-01-10 02:00:00,0.95569825,-0.052168302,-0.900877,-0.95595855
2020-01-10 03:00:00,1.1853322,0.37687397,-0.7192097,-0.39472994
2020-01-10 04:00:00,1.4493952,0.47906297,-0.40663275,0.26448774
2020-01-10 05:00:00,1.3330537,0.79382855,-0.10240347,0.6973359
2020-01-10 06:00:00,1.4870174,1.0050317,0.26782733,1.6522347
2020-01-10 07:00:00,1.3295777,1.1309626,0.48661172,1.970244
2020-01-10 08:00:00,1.2776815,1.170265,0.677165,2.0489535
2020-01-10 09:00:00,1.1871665,1.1692079,0.92597264,2.0663195
2020-01-10 10:00:00,0.9185934,1.1000783,1.0085057,1.6253804
2020-01-10 11:00:00,0.6095007,0.94242877,0.90762836,1.1688277
2020-01-10 12:00:00,0.35743055,0.7876001,0.7665173,1.0283716
2020-01-10 13:00:00,0.1564367,0.5891851,0.75847894,0.7907238
2020-01-10 14:00:00,-0.1676924,0.15467381,0.45639274,0.3544628
2020-01-10 15:00:00,-0.34042045,-0.20020968,0.25887838,0.2037338
2020-01-10 16:00:00,-0.5213404,-0.45022056,-0.18922357,-0.23724891
2020-01-10 17:00:00,-0.67003214,-0.61238885,-0.37770867,-0.1605552
2020-01-10 18:00:00,-0.5787179,-1.0414015,-0.81758577,0.028583147
2020-01-10 19:00:00,-0.6349698,-1.1283712,-1.0395489,-0.337254
2020-01-10 20:00:00,-0.6832625,-1.2729297,-1.3609508,-0.15960956
2020-01-10 21:00:00,-0.42939803,-1.4603283,-1.6454517,-0.29300562
2020-01-10 22:00:00,-0.28070933,-1.4057002,-1.7914566,-0.74674636
2020-01-10 23:00:00,0.019826936,-1.2807932,-1.8376446,-0.980578
2020-01-11 00:00:00,0.17971583,-1.2412142,-1.8893214,-1.074595
2020-01-11 01:00:00,0.45543823,-1.0340644,-1.8085157,-1.428431
2020-01-11 02:00:00,0.7103399,-0.8093707,-1.6056089,-1.2461152
2020-01-11 03:00:00,0.9179641,-0.5581623,-1.5802929,-1.691138
2020-01-11 04:00:00,0.9558282,-0.25550884,-1.1610605,-1.0933828
2020-01-11 05:00:00,1.0810603,-0.006776232,-0.9331903,-0.8800014
2020-01-11 06:00:00,1.0899732,0.30870232,-0.6533441,-0.27363497
2020-01-11 07:00:00,1.0286852,0.4797829,-0.33674657,0.117645085
2020-01-11 08:00:00,1.0312992,0.6861397,0.047914542,0.54332614
2020-01-11 09:00:00,0.7858281,0.6873298,0.40237105,0.83648944
2020-01-11 10:00:00,0.47682086,0.80055165,0.6036875,0.63456595
2020-01-11 11:00:00,0.32591775,0.7709534,0.8803797,0.965904
2020-01-11 12:00:00,0.10862781,0.504011,0.8574847,0.7606285
2020-01-11 13:00:00,-0.22336137,0.43315536,0.9785634,0.7163218
2020-01-11 14:00:00,-0.61079353,0.23408125,0.88733715,0.67024887
2020-01-11 15:00:00,-0.7847507,-0.16760696,0.8628023,0.8231643
2020-01-11 16:00:00,-0.874641,-0.3245532,0.714038,0.85050017
2020-01-11 17:00:00,-1.0916951,-0.6913361,0.41462573,0.93353564
2020-01-11 18:00:00,-1.0864894,-1.0362775,0.026170809,0.95260173
2020-01-11 19:00:00,-1.0540136,-1.2596865,-0.1417752,1.1990194
2020-01-11 20:00:00,-1.0571495,-1.4364733,-0.4487279,1.1501862
2020-01-11 21:00:00,-0.8726126,-1.6071415,-0.76121414,0.6224112
2020-01-11 22:00:00,-0.84211385,-1.6607846,-1.0042329,0.4803695
2020-01-11 23:00:00,-0.50735444,-1.7362069,-1.3610604,-0.22397822
2020-01-12 00:00:00,-0.22693028,-1.6098224,-1.4574448,-0.5112033
2020-01-12 01:00:00,-0.03455443,-1.5473117,-1.5470308,-0.8727148
2020-01-12 02:00:00,0.33428055,-1.2795664,-1.7346836,-1.1729743
2020-01-12 03:00:00,0.3722537,-1.0681763,-1.5896819,-1.4938887
2020-01-12 04:00:00,0.56504315,-0.7758338,-1.5129557,-1.4921238
2020-01-12 05:00:00,0.67824274,-0.37792638,-1.3018064,-1.2279686
2020-01-12 06:00:00,0.7630188,-0.088843696,-1.0280093,-0.89782697
2020-01-12 07:00:00,0.57069904,0.1621859,-0.768372,-0.6849519
2020-01-12 08:00:00,0.5868172,0.31424063,-0.44339472,-0.42337182
2020-01-12 09:00:00,0.35679504,0.53771716,-0.05835722,0.13160275
2020-01-12 10:00:00,0.08713863,0.7352776,0.23154281,0.29126093
2020-01-12 11:00:00,-0.09431164,0.7320212,0.55550295,0.26482955
2020-01-12 12:00:00,-0.37820277,0.8176831,0.92831814,0.549383
2020-01-12 13:00:00,-0.6883588,0.6264609,1.067103,0.5033216
2020-01-12 14:00:00,-0.90684927,0.45607546,1.3217317,0.4838477
2020-01-12 15:00:00,-1.1469445,0.21568055,1.4008846,0.6414005
2020-01-12 16:00:00,-1.2905623,-0.018711485,1.3022597,0.93012786
2020-01-12 17:00:00,-1.372067,-0.3143142,1.2873424,1.1515222
2020-01-12 18:00:00,-1.3683636,-0.55938464,1.2402968,1.5542439
2020-01-12 19:00:00,-1.4832678,-0.8234155,0.926559,1.611607
2020-01-12 20:00:00,-1.2219706,-1.1576205,0.695658,1.9880012
2020-01-12 21:00:00,-1.2738029,-1.3865952,0.44897136,1.8662274
2020-01-12 22:00:00,-0.98251563,-1.5550033,0.15328999,1.7355555
2020-01-12 23:00:00,-0.7094961,-1.5127932,-0.21035993,0.784264
2020-01-13 00:00:00,-0.47053435,-1.5947793,-0.52113503,0.1881457
2020-01-13 01:00:00,-0.26070917,-1.5741911,-0.677657,-0.31800285
2020-01-13 02:00:00,-0.0019215256,-1.3032471,-0.86789083,-0.801
2020-01-13 03:00:00,0.18851063,-0.9913774,-1.0479162,-0.90172815
2020-01-13 04:00:00,0.34087527,-0.8587884,-1.1616223,-1.4901798
2020-01-13 05:00:00,0.51168555,-0.52313036,-1.1975096,-1.0904276
2020-01-13 06:00:00,0.52079076,-0.24884853,-1.1115834,-1.0163947
2020-01-13 07:00:00,0.43458,0.05458008,-0.8826632,-0.935989
2020-01-13 08:00:00,0.4153635,0.39995673,-0.6605707,-0.64435583
2020-01-13 09:00:00,0.22858565,0.59877753,-0.33003998,-0.08147512
2020-01-13 10:00:00,0.04920769,0.8357502,-0.047178175,-0.1799998
2020-01-13 11:00:00,-0.19799274,0.98546815,0.18736501,-0.21189888
2020-01-13 12:00:00,-0.5259137,1.0128624,0.6606355,0.12569465
2020-01-13 13:00:00,-0.76678103,1.0989519,0.88824135,-0.07743808
2020-01-13 14:00:00,-0.9374017,0.9707786,1.21577,-0.14851573
2020-01-13 15:00:00,-1.1455,0.8044247,1.4950002,0.020847686
2020-01-13 16:00:00,-1.3294674,0.6738297,1.767224,-0.100799
2020-01-13 17:00:00,-1.4152906,0.3621661,1.935545,0.43578202
2020-01-13 18:00:00,-1.3835412,0.13983473,1.8449298,0.7772452
2020-01-13 19:00:00,-1.4344921,-0.14170296,1.7605624,1.1136252
2020-01-13 20:00:00,-1.2686032,-0.3592094,1.6752535,1.3537234
2020-01-13 21:00:00,-1.1374885,-0.6366436,1.5027581,1.7712201
2020-01-13 22:00:00,-0.92090344,-0.8667237,1.1944482,1.6032206
2020-01-13 23:00:00,-0.60306907,-0.9740856,1.0090468,1.1940639
2020-01-14 00:00:00,-0.34652492,-1.029002,0.61313885,0.9006707
2020-01-14 01:00:00,-0.076361336,-1.0819107,0.30071804,0.56838304
2020-01-14 02:00:00,0.20188801,-1.046511,-0.0061048223,-0.33959737
2020-01-14 03:00:00,0.35775357,-0.9785628,-0.30488744,-0.7111135
2020-01-14 04:00:00,0.56319666,-0.7680783,-0.5254784,-0.90192884
2020-01-14 05:00:00,0.6274388,-0.47901395,-0.78077906,-1.0297965
2020-01-14 06:00:00,0.7076434,-0.2046913,-0.89085585,-1.0682704
2020-01-14 07:00:00,0.6656986,0.12759238,-0.9549616,-0.6606577
2020-01-14 08:00:00,0.59241515,0.45434973,-0.8367592,-0.26808327
2020-01-14 09:00:00,0.4740586,0.7775694,-0.70256245,-0.30747873
2020-01-14 10:00:00,0.21230897,1.0146002,-0.53194076,-0.44683135
2020-01-14 11:00:00,0.1330341,1.2614367,-0.2254747,-0.3148904
2020-01-14 12:00:00,-0.26400274,1.3986923,-0.01876534,-0.4030178
2020-01-14 13:00:00,-0.5162245,1.3855739,0.33430243,-0.3120785
2020-01-14 14:00:00,-0.62150496,1.4522052,0.57616884,-0.35100532
2020-01-14 15:00:00,-0.82939315,1.4327178,0.9330934,-0.43167374
2020-01-14 16:00:00,-0.978917,1.2506472,1.282418,-0.39509168
2020-01-14 17:00:00,-1.060628,1.151605,1.5419357,-0.41016382
2020-01-14 18:00:00,-1.1085728,0.96042395,1.6788236,-0.057066
2020-01-14 19:00:00,-1.1004343,0.6743893,1.8149619,0.24270357
2020-01-14 20:00:00,-0.93343633,0.31710854,1.7912774,0.39079547
2020-01-14 21:00:00,-0.7936171,0.11979899,1.8184599,0.9291527
2020-01-14 22:00:00,-0.48526907,-0.20850949,1.7718284,1.0333601
2020-01-14 23:00:00,-0.2815175,-0.45588243,1.5746423,1.1754428
2020-01-15 00:00:00,-0.03791486,-0.64024794,1.3268286,0.753954
2020-01-15 01:00:00,0.26481536,-0.7315849,1.0108018,0.41805807
2020-01-15 02:00:00,0.5613916,-0.7719314,0.6818043,0.12297449
2020-01-15 03:00:00,0.7382928,-0.70650154,0.30605814,-0.19772911
2020-01-15 04:00:00,0.9028355,-0.5977806,0.034831583,-0.3278842
2020-01-15 05:00:00,1.074476,-0.4310535,-0.2965555,-0.6848397
2020-01-15 06:00:00,1.1269288,-0.17977075,-0.5715637,-0.80261374
2020-01-15 07:00:00,1.0734181,0.12864105,-0.8470733,-0.77870464
2020-01-15 08:00:00,0.9932911,0.41202024,-1.0871419,-0.4006251
2020-01-15 09:00:00,0.8872988,0.59243906,-1.0092094,-0.48538718
2020-01-15 10:00:00,0.6137263,0.8293811,-1.094487,-0.2510807
2020-01-15 11:00:00,0.39186186,1.2646674,-1.0424738,-0.4423826
2020-01-15 12:00:00,0.18449965,1.3649757,-0.82059234,-0.34307036
2020-01-15 13:00:00,-0.032367088,1.5787292,-0.6668996,-0.6114265
2020-01-15 14:00:00,-0.23095462,1.6197636,-0.3350203,-0.7495851
2020-01-15 15:00:00,-0.36381292,1.6026859,-0.0620679,-0.74887127
2020-01-15 16:00:00,-0.5379624,1.6596678,0.25464034,-0.72493005
2020-01-15 17:00:00,-0.67348266,1.539315,0.46524075,-0.58896947
2020-01-15 18:00:00,-0.6856659,1.2782571,0.88832486,-0.180276
2020-01-15 19:00:00,-0.6863586,0.9320859,1.0985571,0.08559624
2020-01-15 20:00:00,-0.5233047,0.7527006,1.2728801,0.4308159
2020-01-15 21:00:00,-0.36441633,0.49898311,1.439864,0.7025326
2020-01-15 22:00:00,-0.11375814,0.10415195,1.4117787,0.6195594
2020-01-15 23:00:00,0.08239527,-0.096385114,1.5106392,0.9197499
